year,country,kopen,,,,,,,,,,,,,,
2010,CHE,1,,,,,,,,,,,,,,
2011,CHE,1,,,,,,,,,,,,,,
2012,CHE,1,,,,,,,,,,,,,,
2013,CHE,1,,,,,,,,,,,,,,
2014,CHE,1,,,,,,,,,,,,,,
2015,CHE,1,,,,,,,,,,,,,,
2016,CHE,1,,,,,,,,,,,,,,
2017,CHE,1,,,,,,,,,,,,,,
2018,CHE,1,,,,,,,,,,,,,,
2019,CHE,1,,,,,,,,,,,,,,
2020,CHE,1,,,,,,,,,,,,,,
1870,DEU,1,,,,,,,,,,,,,,
1871,DEU,1,,,,,,,,,,,,,,
1872,DEU,1,,,,,,,,,,,,,,
1873,DEU,1,,,,,,,,,,,,,,
1874,DEU,1,,,,,,,,,,,,,,
1875,DEU,1,,,,,,,,,,,,,,
1876,DEU,1,,,,,,,,,,,,,,
1877,DEU,1,,,,,,,,,,,,,,
1878,DEU,1,,,,,,,,,,,,,,
1879,DEU,1,,,,,,,,,,,,,,
1880,DEU,1,,,,,,,,,,,,,,
1881,DEU,1,,,,,,,,,,,,,,
1882,DEU,1,,,,,,,,,,,,,,
1883,DEU,1,,,,,,,,,,,,,,
1884,DEU,1,,,,,,,,,,,,,,
1885,DEU,1,,,,,,,,,,,,,,
1886,DEU,1,,,,,,,,,,,,,,
1887,DEU,1,,,,,,,,,,,,,,
1888,DEU,1,,,,,,,,,,,,,,
1889,DEU,1,,,,,,,,,,,,,,
1890,DEU,1,,,,,,,,,,,,,,
1891,DEU,1,,,,,,,,,,,,,,
1892,DEU,1,,,,,,,,,,,,,,
1893,DEU,1,,,,,,,,,,,,,,
1894,DEU,1,,,,,,,,,,,,,,
1895,DEU,1,,,,,,,,,,,,,,
1896,DEU,1,,,,,,,,,,,,,,
1897,DEU,1,,,,,,,,,,,,,,
1898,DEU,1,,,,,,,,,,,,,,
1899,DEU,1,,,,,,,,,,,,,,
1900,DEU,1,,,,,,,,,,,,,,
1901,DEU,1,,,,,,,,,,,,,,
1902,DEU,1,,,,,,,,,,,,,,
1903,DEU,1,,,,,,,,,,,,,,
1904,DEU,1,,,,,,,,,,,,,,
1905,DEU,1,,,,,,,,,,,,,,
1906,DEU,1,,,,,,,,,,,,,,
1907,DEU,1,,,,,,,,,,,,,,
1908,DEU,1,,,,,,,,,,,,,,
1909,DEU,1,,,,,,,,,,,,,,
1910,DEU,1,,,,,,,,,,,,,,
1911,DEU,1,,,,,,,,,,,,,,
1912,DEU,1,,,,,,,,,,,,,,
1913,DEU,1,,,,,,,,,,,,,,
1914,DEU,1,,,,,,,,,,,,,,
1915,DEU,,,,,,,,,,,,,,,
1916,DEU,,,,,,,,,,,,,,,
1917,DEU,,,,,,,,,,,,,,,
1918,DEU,,,,,,,,,,,,,,,
1919,DEU,0.5,,,,,,,,,,,,,,
1920,DEU,0.5,,,,,,,,,,,,,,
1921,DEU,0.25,,,,,,,,,,,,,,
1922,DEU,0.25,,,,,,,,,,,,,,
1923,DEU,0.25,,,,,,,,,,,,,,
1924,DEU,1,,,,,,,,,,,,,,
1925,DEU,1,,,,,,,,,,,,,,
1926,DEU,1,,,,,,,,,,,,,,
1927,DEU,1,,,,,,,,,,,,,,
1928,DEU,1,,,,,,,,,,,,,,
1929,DEU,1,,,,,,,,,,,,,,
1930,DEU,1,,,,,,,,,,,,,,
1931,DEU,0,,,,,,,,,,,,,,
1932,DEU,0,,,,,,,,,,,,,,
1933,DEU,0,,,,,,,,,,,,,,
1934,DEU,0,,,,,,,,,,,,,,
1935,DEU,0,,,,,,,,,,,,,,
1936,DEU,0,,,,,,,,,,,,,,
1937,DEU,0,,,,,,,,,,,,,,
1938,DEU,0,,,,,,,,,,,,,,
1939,DEU,,,,,,,,,,,,,,,
1940,DEU,,,,,,,,,,,,,,,
1941,DEU,,,,,,,,,,,,,,,
1942,DEU,,,,,,,,,,,,,,,
1943,DEU,,,,,,,,,,,,,,,
1944,DEU,,,,,,,,,,,,,,,
1945,DEU,,,,,,,,,,,,,,,
1946,DEU,,,,,,,,,,,,,,,
1947,DEU,,,,,,,,,,,,,,,
1948,DEU,,,,,,,,,,,,,,,
1949,DEU,,,,,,,,,,,,,,,
1950,DEU,0.125,,,,,,,,,,,,,,
1951,DEU,0.125,,,,,,,,,,,,,,
1952,DEU,0.25,,,,,,,,,,,,,,
1953,DEU,0.5,,,,,,,,,,,,,,
1954,DEU,0.75,,,,,,,,,,,,,,
1955,DEU,0.75,,,,,,,,,,,,,,
1956,DEU,0.75,,,,,,,,,,,,,,
1957,DEU,1,,,,,,,,,,,,,,
1958,DEU,1,,,,,,,,,,,,,,
1959,DEU,1,,,,,,,,,,,,,,
1960,DEU,1,,,,,,,,,,,,,,
1961,DEU,1,,,,,,,,,,,,,,
1962,DEU,1,,,,,,,,,,,,,,
1963,DEU,1,,,,,,,,,,,,,,
1964,DEU,1,,,,,,,,,,,,,,
1965,DEU,1,,,,,,,,,,,,,,
1966,DEU,1,,,,,,,,,,,,,,
1967,DEU,1,,,,,,,,,,,,,,
1968,DEU,1,,,,,,,,,,,,,,
1969,DEU,1,,,,,,,,,,,,,,
1970,DEU,1,,,,,,,,,,,,,,
1971,DEU,1,,,,,,,,,,,,,,
1972,DEU,1,,,,,,,,,,,,,,
1973,DEU,0.875,,,,,,,,,,,,,,
1974,DEU,1,,,,,,,,,,,,,,
1975,DEU,1,,,,,,,,,,,,,,
1976,DEU,1,,,,,,,,,,,,,,
1977,DEU,1,,,,,,,,,,,,,,
1978,DEU,0.875,,,,,,,,,,,,,,
1979,DEU,0.875,,,,,,,,,,,,,,
1980,DEU,0.875,,,,,,,,,,,,,,
1981,DEU,1,,,,,,,,,,,,,,
1982,DEU,1,,,,,,,,,,,,,,
1983,DEU,1,,,,,,,,,,,,,,
1984,DEU,1,,,,,,,,,,,,,,
1985,DEU,1,,,,,,,,,,,,,,
1986,DEU,1,,,,,,,,,,,,,,
1987,DEU,1,,,,,,,,,,,,,,
1988,DEU,1,,,,,,,,,,,,,,
1989,DEU,1,,,,,,,,,,,,,,
1990,DEU,1,,,,,,,,,,,,,,
1991,DEU,1,,,,,,,,,,,,,,
1992,DEU,1,,,,,,,,,,,,,,
1993,DEU,1,,,,,,,,,,,,,,
1994,DEU,1,,,,,,,,,,,,,,
1995,DEU,1,,,,,,,,,,,,,,
1996,DEU,1,,,,,,,,,,,,,,
1997,DEU,1,,,,,,,,,,,,,,
1998,DEU,1,,,,,,,,,,,,,,
1999,DEU,1,,,,,,,,,,,,,,
2000,DEU,1,,,,,,,,,,,,,,
2001,DEU,1,,,,,,,,,,,,,,
2002,DEU,1,,,,,,,,,,,,,,
2003,DEU,1,,,,,,,,,,,,,,
2004,DEU,1,,,,,,,,,,,,,,
2005,DEU,1,,,,,,,,,,,,,,
2006,DEU,1,,,,,,,,,,,,,,
2007,DEU,1,,,,,,,,,,,,,,
2008,DEU,1,,,,,,,,,,,,,,
2009,DEU,1,,,,,,,,,,,,,,
2010,DEU,1,,,,,,,,,,,,,,
2011,DEU,1,,,,,,,,,,,,,,
2012,DEU,1,,,,,,,,,,,,,,
2013,DEU,1,,,,,,,,,,,,,,
2014,DEU,1,,,,,,,,,,,,,,
2015,DEU,1,,,,,,,,,,,,,,
2016,DEU,1,,,,,,,,,,,,,,
2017,DEU,1,,,,,,,,,,,,,,
2018,DEU,1,,,,,,,,,,,,,,
2019,DEU,1,,,,,,,,,,,,,,
2020,DEU,1,,,,,,,,,,,,,,
1870,DNK,1,,,,,,,,,,,,,,
1871,DNK,1,,,,,,,,,,,,,,
1872,DNK,1,,,,,,,,,,,,,,
1873,DNK,1,,,,,,,,,,,,,,
1874,DNK,1,,,,,,,,,,,,,,
1875,DNK,1,,,,,,,,,,,,,,
1876,DNK,1,,,,,,,,,,,,,,
1877,DNK,1,,,,,,,,,,,,,,
1878,DNK,1,,,,,,,,,,,,,,
1879,DNK,1,,,,,,,,,,,,,,
1880,DNK,1,,,,,,,,,,,,,,
1881,DNK,1,,,,,,,,,,,,,,
1882,DNK,1,,,,,,,,,,,,,,
1883,DNK,1,,,,,,,,,,,,,,
1884,DNK,1,,,,,,,,,,,,,,
1885,DNK,1,,,,,,,,,,,,,,
1886,DNK,1,,,,,,,,,,,,,,
1887,DNK,1,,,,,,,,,,,,,,
1888,DNK,1,,,,,,,,,,,,,,
1889,DNK,1,,,,,,,,,,,,,,
1890,DNK,1,,,,,,,,,,,,,,
1891,DNK,1,,,,,,,,,,,,,,
1892,DNK,1,,,,,,,,,,,,,,
1893,DNK,1,,,,,,,,,,,,,,
1894,DNK,1,,,,,,,,,,,,,,
1895,DNK,1,,,,,,,,,,,,,,
1896,DNK,1,,,,,,,,,,,,,,
1897,DNK,1,,,,,,,,,,,,,,
1898,DNK,1,,,,,,,,,,,,,,
1899,DNK,1,,,,,,,,,,,,,,
1900,DNK,1,,,,,,,,,,,,,,
1901,DNK,1,,,,,,,,,,,,,,
1902,DNK,1,,,,,,,,,,,,,,
1903,DNK,1,,,,,,,,,,,,,,
1904,DNK,1,,,,,,,,,,,,,,
1905,DNK,1,,,,,,,,,,,,,,
1906,DNK,1,,,,,,,,,,,,,,
1907,DNK,1,,,,,,,,,,,,,,
1908,DNK,1,,,,,,,,,,,,,,
1909,DNK,1,,,,,,,,,,,,,,
1910,DNK,1,,,,,,,,,,,,,,
1911,DNK,1,,,,,,,,,,,,,,
1912,DNK,1,,,,,,,,,,,,,,
1913,DNK,1,,,,,,,,,,,,,,
1914,DNK,,,,,,,,,,,,,,,
1915,DNK,,,,,,,,,,,,,,,
1916,DNK,,,,,,,,,,,,,,,
1917,DNK,,,,,,,,,,,,,,,
1918,DNK,,,,,,,,,,,,,,,
1919,DNK,0.5,,,,,,,,,,,,,,
1920,DNK,0.5,,,,,,,,,,,,,,
1921,DNK,0.5,,,,,,,,,,,,,,
1922,DNK,0.5,,,,,,,,,,,,,,
1923,DNK,0.5,,,,,,,,,,,,,,
1924,DNK,0.5,,,,,,,,,,,,,,
1925,DNK,0.5,,,,,,,,,,,,,,
1926,DNK,0.5,,,,,,,,,,,,,,
1927,DNK,1,,,,,,,,,,,,,,
1928,DNK,1,,,,,,,,,,,,,,
1929,DNK,1,,,,,,,,,,,,,,
1930,DNK,1,,,,,,,,,,,,,,
1931,DNK,0.25,,,,,,,,,,,,,,
1932,DNK,0.25,,,,,,,,,,,,,,
1933,DNK,0.25,,,,,,,,,,,,,,
1934,DNK,0.25,,,,,,,,,,,,,,
1935,DNK,0.25,,,,,,,,,,,,,,
1936,DNK,0.25,,,,,,,,,,,,,,
1937,DNK,0.25,,,,,,,,,,,,,,
1938,DNK,0.25,,,,,,,,,,,,,,
1939,DNK,,,,,,,,,,,,,,,
1940,DNK,,,,,,,,,,,,,,,
1941,DNK,,,,,,,,,,,,,,,
1942,DNK,,,,,,,,,,,,,,,
1943,DNK,,,,,,,,,,,,,,,
1944,DNK,,,,,,,,,,,,,,,
1945,DNK,,,,,,,,,,,,,,,
1946,DNK,,,,,,,,,,,,,,,
1947,DNK,,,,,,,,,,,,,,,
1948,DNK,,,,,,,,,,,,,,,
1949,DNK,,,,,,,,,,,,,,,
1950,DNK,0.25,,,,,,,,,,,,,,
1951,DNK,0.25,,,,,,,,,,,,,,
1952,DNK,0.375,,,,,,,,,,,,,,
1953,DNK,0.375,,,,,,,,,,,,,,
1954,DNK,0.375,,,,,,,,,,,,,,
1955,DNK,0.375,,,,,,,,,,,,,,
1956,DNK,0.5,,,,,,,,,,,,,,
1957,DNK,0.5,,,,,,,,,,,,,,
1958,DNK,0.5,,,,,,,,,,,,,,
1959,DNK,0.625,,,,,,,,,,,,,,
1960,DNK,0.625,,,,,,,,,,,,,,
1961,DNK,0.75,,,,,,,,,,,,,,
1962,DNK,0.75,,,,,,,,,,,,,,
1963,DNK,0.75,,,,,,,,,,,,,,
1964,DNK,0.75,,,,,,,,,,,,,,
1965,DNK,0.75,,,,,,,,,,,,,,
1966,DNK,0.75,,,,,,,,,,,,,,
1967,DNK,0.75,,,,,,,,,,,,,,
1968,DNK,0.75,,,,,,,,,,,,,,
1969,DNK,0.75,,,,,,,,,,,,,,
1970,DNK,0.75,,,,,,,,,,,,,,
1971,DNK,0.75,,,,,,,,,,,,,,
1972,DNK,0.75,,,,,,,,,,,,,,
1973,DNK,0.75,,,,,,,,,,,,,,
1974,DNK,0.75,,,,,,,,,,,,,,
1975,DNK,0.75,,,,,,,,,,,,,,
1976,DNK,0.75,,,,,,,,,,,,,,
1977,DNK,0.75,,,,,,,,,,,,,,
1978,DNK,0.75,,,,,,,,,,,,,,
1979,DNK,0.75,,,,,,,,,,,,,,
1980,DNK,0.75,,,,,,,,,,,,,,
1981,DNK,0.75,,,,,,,,,,,,,,
1982,DNK,0.75,,,,,,,,,,,,,,
1983,DNK,0.75,,,,,,,,,,,,,,
1984,DNK,0.75,,,,,,,,,,,,,,
1985,DNK,0.75,,,,,,,,,,,,,,
1986,DNK,0.75,,,,,,,,,,,,,,
1987,DNK,0.75,,,,,,,,,,,,,,
1988,DNK,1,,,,,,,,,,,,,,
1989,DNK,1,,,,,,,,,,,,,,
1990,DNK,1,,,,,,,,,,,,,,
1991,DNK,1,,,,,,,,,,,,,,
1992,DNK,1,,,,,,,,,,,,,,
1993,DNK,1,,,,,,,,,,,,,,
1994,DNK,1,,,,,,,,,,,,,,
1995,DNK,1,,,,,,,,,,,,,,
1996,DNK,1,,,,,,,,,,,,,,
1997,DNK,1,,,,,,,,,,,,,,
1998,DNK,1,,,,,,,,,,,,,,
1999,DNK,1,,,,,,,,,,,,,,
2000,DNK,1,,,,,,,,,,,,,,
2001,DNK,1,,,,,,,,,,,,,,
2002,DNK,1,,,,,,,,,,,,,,
2003,DNK,1,,,,,,,,,,,,,,
2004,DNK,1,,,,,,,,,,,,,,
2005,DNK,1,,,,,,,,,,,,,,
2006,DNK,1,,,,,,,,,,,,,,
2007,DNK,1,,,,,,,,,,,,,,
2008,DNK,1,,,,,,,,,,,,,,
2009,DNK,1,,,,,,,,,,,,,,
2010,DNK,1,,,,,,,,,,,,,,
2011,DNK,1,,,,,,,,,,,,,,
2012,DNK,1,,,,,,,,,,,,,,
2013,DNK,1,,,,,,,,,,,,,,
2014,DNK,1,,,,,,,,,,,,,,
2015,DNK,1,,,,,,,,,,,,,,
2016,DNK,1,,,,,,,,,,,,,,
2017,DNK,1,,,,,,,,,,,,,,
2018,DNK,1,,,,,,,,,,,,,,
2019,DNK,1,,,,,,,,,,,,,,
2020,DNK,1,,,,,,,,,,,,,,
1870,ESP,0.5,,,,,,,,,,,,,,
1871,ESP,0.5,,,,,,,,,,,,,,
1872,ESP,0.5,,,,,,,,,,,,,,
1873,ESP,0.5,,,,,,,,,,,,,,
1874,ESP,0.5,,,,,,,,,,,,,,
1875,ESP,0.5,,,,,,,,,,,,,,
1876,ESP,0.5,,,,,,,,,,,,,,
1877,ESP,0.5,,,,,,,,,,,,,,
1878,ESP,0.5,,,,,,,,,,,,,,
1879,ESP,0.5,,,,,,,,,,,,,,
1880,ESP,0.5,,,,,,,,,,,,,,
1881,ESP,0.5,,,,,,,,,,,,,,
1882,ESP,0.5,,,,,,,,,,,,,,
1883,ESP,0.5,,,,,,,,,,,,,,
1884,ESP,0.5,,,,,,,,,,,,,,
1885,ESP,0.5,,,,,,,,,,,,,,
1886,ESP,0.5,,,,,,,,,,,,,,
1887,ESP,0.5,,,,,,,,,,,,,,
1888,ESP,0.5,,,,,,,,,,,,,,
1889,ESP,0.5,,,,,,,,,,,,,,
1890,ESP,0.5,,,,,,,,,,,,,,
1891,ESP,0.5,,,,,,,,,,,,,,
1892,ESP,0.5,,,,,,,,,,,,,,
1893,ESP,0.5,,,,,,,,,,,,,,
1894,ESP,0.5,,,,,,,,,,,,,,
1895,ESP,0.5,,,,,,,,,,,,,,
1896,ESP,0.5,,,,,,,,,,,,,,
1897,ESP,0.5,,,,,,,,,,,,,,
1898,ESP,0.5,,,,,,,,,,,,,,
1899,ESP,0.5,,,,,,,,,,,,,,
1900,ESP,0.5,,,,,,,,,,,,,,
1901,ESP,0.5,,,,,,,,,,,,,,
1902,ESP,0.5,,,,,,,,,,,,,,
1903,ESP,0.5,,,,,,,,,,,,,,
1904,ESP,0.5,,,,,,,,,,,,,,
1905,ESP,0.5,,,,,,,,,,,,,,
1906,ESP,0.5,,,,,,,,,,,,,,
1907,ESP,0.5,,,,,,,,,,,,,,
1908,ESP,0.5,,,,,,,,,,,,,,
1909,ESP,0.5,,,,,,,,,,,,,,
1910,ESP,0.5,,,,,,,,,,,,,,
1911,ESP,0.5,,,,,,,,,,,,,,
1912,ESP,0.5,,,,,,,,,,,,,,
1913,ESP,0.5,,,,,,,,,,,,,,
1914,ESP,,,,,,,,,,,,,,,
1915,ESP,,,,,,,,,,,,,,,
1916,ESP,,,,,,,,,,,,,,,
1917,ESP,,,,,,,,,,,,,,,
1918,ESP,,,,,,,,,,,,,,,
1919,ESP,0.125,,,,,,,,,,,,,,
1920,ESP,0.125,,,,,,,,,,,,,,
1921,ESP,0.125,,,,,,,,,,,,,,
1922,ESP,0.125,,,,,,,,,,,,,,
1923,ESP,0.125,,,,,,,,,,,,,,
1924,ESP,0.125,,,,,,,,,,,,,,
1925,ESP,0.125,,,,,,,,,,,,,,
1926,ESP,0.125,,,,,,,,,,,,,,
1927,ESP,0.125,,,,,,,,,,,,,,
1928,ESP,0.125,,,,,,,,,,,,,,
1929,ESP,0.125,,,,,,,,,,,,,,
1930,ESP,0.125,,,,,,,,,,,,,,
1931,ESP,0.125,,,,,,,,,,,,,,
1932,ESP,0,,,,,,,,,,,,,,
1933,ESP,0,,,,,,,,,,,,,,
1934,ESP,0,,,,,,,,,,,,,,
1935,ESP,0,,,,,,,,,,,,,,
1936,ESP,0,,,,,,,,,,,,,,
1937,ESP,0,,,,,,,,,,,,,,
1938,ESP,0,,,,,,,,,,,,,,
1939,ESP,,,,,,,,,,,,,,,
1940,ESP,,,,,,,,,,,,,,,
1941,ESP,,,,,,,,,,,,,,,
1942,ESP,,,,,,,,,,,,,,,
1943,ESP,,,,,,,,,,,,,,,
1944,ESP,,,,,,,,,,,,,,,
1945,ESP,,,,,,,,,,,,,,,
1946,ESP,,,,,,,,,,,,,,,
1947,ESP,,,,,,,,,,,,,,,
1948,ESP,,,,,,,,,,,,,,,
1949,ESP,,,,,,,,,,,,,,,
1950,ESP,0.125,,,,,,,,,,,,,,
1951,ESP,0.125,,,,,,,,,,,,,,
1952,ESP,0.125,,,,,,,,,,,,,,
1953,ESP,0.125,,,,,,,,,,,,,,
1954,ESP,0.125,,,,,,,,,,,,,,
1955,ESP,0.125,,,,,,,,,,,,,,
1956,ESP,0.125,,,,,,,,,,,,,,
1957,ESP,0.125,,,,,,,,,,,,,,
1958,ESP,0.125,,,,,,,,,,,,,,
1959,ESP,0.375,,,,,,,,,,,,,,
1960,ESP,0.375,,,,,,,,,,,,,,
1961,ESP,0.375,,,,,,,,,,,,,,
1962,ESP,0.375,,,,,,,,,,,,,,
1963,ESP,0.5,,,,,,,,,,,,,,
1964,ESP,0.5,,,,,,,,,,,,,,
1965,ESP,0.5,,,,,,,,,,,,,,
1966,ESP,0.5,,,,,,,,,,,,,,
1967,ESP,0.5,,,,,,,,,,,,,,
1968,ESP,0.5,,,,,,,,,,,,,,
1969,ESP,0.5,,,,,,,,,,,,,,
1970,ESP,0.5,,,,,,,,,,,,,,
1971,ESP,0.5,,,,,,,,,,,,,,
1972,ESP,0.625,,,,,,,,,,,,,,
1973,ESP,0.5,,,,,,,,,,,,,,
1974,ESP,0.5,,,,,,,,,,,,,,
1975,ESP,0.5,,,,,,,,,,,,,,
1976,ESP,0.5,,,,,,,,,,,,,,
1977,ESP,0.5,,,,,,,,,,,,,,
1978,ESP,0.5,,,,,,,,,,,,,,
1979,ESP,0.5,,,,,,,,,,,,,,
1980,ESP,0.5,,,,,,,,,,,,,,
1981,ESP,0.5,,,,,,,,,,,,,,
1982,ESP,0.5,,,,,,,,,,,,,,
1983,ESP,0.5,,,,,,,,,,,,,,
1984,ESP,0.5,,,,,,,,,,,,,,
1985,ESP,0.75,,,,,,,,,,,,,,
1986,ESP,0.75,,,,,,,,,,,,,,
1987,ESP,0.75,,,,,,,,,,,,,,
1988,ESP,0.75,,,,,,,,,,,,,,
1989,ESP,0.75,,,,,,,,,,,,,,
1990,ESP,0.75,,,,,,,,,,,,,,
1991,ESP,0.75,,,,,,,,,,,,,,
1992,ESP,0.75,,,,,,,,,,,,,,
1993,ESP,0.75,,,,,,,,,,,,,,
1994,ESP,0.75,,,,,,,,,,,,,,
1995,ESP,0.75,,,,,,,,,,,,,,
1996,ESP,0.75,,,,,,,,,,,,,,
1997,ESP,0.75,,,,,,,,,,,,,,
1998,ESP,0.75,,,,,,,,,,,,,,
1999,ESP,1,,,,,,,,,,,,,,
2000,ESP,1,,,,,,,,,,,,,,
2001,ESP,1,,,,,,,,,,,,,,
2002,ESP,1,,,,,,,,,,,,,,
2003,ESP,1,,,,,,,,,,,,,,
2004,ESP,1,,,,,,,,,,,,,,
2005,ESP,1,,,,,,,,,,,,,,
2006,ESP,1,,,,,,,,,,,,,,
2007,ESP,1,,,,,,,,,,,,,,
2008,ESP,1,,,,,,,,,,,,,,
2009,ESP,1,,,,,,,,,,,,,,
2010,ESP,1,,,,,,,,,,,,,,
2011,ESP,1,,,,,,,,,,,,,,
2012,ESP,1,,,,,,,,,,,,,,
2013,ESP,1,,,,,,,,,,,,,,
2014,ESP,1,,,,,,,,,,,,,,
2015,ESP,1,,,,,,,,,,,,,,
2016,ESP,1,,,,,,,,,,,,,,
2017,ESP,1,,,,,,,,,,,,,,
2018,ESP,1,,,,,,,,,,,,,,
2019,ESP,1,,,,,,,,,,,,,,
2020,ESP,1,,,,,,,,,,,,,,
1870,FIN,1,,,,,,,,,,,,,,
1871,FIN,1,,,,,,,,,,,,,,
1872,FIN,1,,,,,,,,,,,,,,
1873,FIN,1,,,,,,,,,,,,,,
1874,FIN,1,,,,,,,,,,,,,,
1875,FIN,1,,,,,,,,,,,,,,
1876,FIN,1,,,,,,,,,,,,,,
1877,FIN,1,,,,,,,,,,,,,,
1878,FIN,1,,,,,,,,,,,,,,
1879,FIN,1,,,,,,,,,,,,,,
1880,FIN,1,,,,,,,,,,,,,,
1881,FIN,1,,,,,,,,,,,,,,
1882,FIN,1,,,,,,,,,,,,,,
1883,FIN,1,,,,,,,,,,,,,,
1884,FIN,1,,,,,,,,,,,,,,
1885,FIN,1,,,,,,,,,,,,,,
1886,FIN,1,,,,,,,,,,,,,,
1887,FIN,1,,,,,,,,,,,,,,
1888,FIN,1,,,,,,,,,,,,,,
1889,FIN,1,,,,,,,,,,,,,,
1890,FIN,1,,,,,,,,,,,,,,
1891,FIN,1,,,,,,,,,,,,,,
1892,FIN,1,,,,,,,,,,,,,,
1893,FIN,1,,,,,,,,,,,,,,
1894,FIN,1,,,,,,,,,,,,,,
1895,FIN,1,,,,,,,,,,,,,,
1896,FIN,1,,,,,,,,,,,,,,
1897,FIN,1,,,,,,,,,,,,,,
1898,FIN,1,,,,,,,,,,,,,,
1899,FIN,1,,,,,,,,,,,,,,
1900,FIN,1,,,,,,,,,,,,,,
1901,FIN,1,,,,,,,,,,,,,,
1902,FIN,1,,,,,,,,,,,,,,
1903,FIN,1,,,,,,,,,,,,,,
1904,FIN,1,,,,,,,,,,,,,,
1905,FIN,1,,,,,,,,,,,,,,
1906,FIN,1,,,,,,,,,,,,,,
1907,FIN,1,,,,,,,,,,,,,,
1908,FIN,1,,,,,,,,,,,,,,
1909,FIN,1,,,,,,,,,,,,,,
1910,FIN,1,,,,,,,,,,,,,,
1911,FIN,1,,,,,,,,,,,,,,
1912,FIN,1,,,,,,,,,,,,,,
1913,FIN,1,,,,,,,,,,,,,,
1914,FIN,,,,,,,,,,,,,,,
1915,FIN,,,,,,,,,,,,,,,
1916,FIN,,,,,,,,,,,,,,,
1917,FIN,,,,,,,,,,,,,,,
1918,FIN,,,,,,,,,,,,,,,
1919,FIN,0.5,,,,,,,,,,,,,,
1920,FIN,0.5,,,,,,,,,,,,,,
1921,FIN,0.5,,,,,,,,,,,,,,
1922,FIN,0.5,,,,,,,,,,,,,,
1923,FIN,0.5,,,,,,,,,,,,,,
1924,FIN,0.5,,,,,,,,,,,,,,
1925,FIN,0.5,,,,,,,,,,,,,,
1926,FIN,1,,,,,,,,,,,,,,
1927,FIN,1,,,,,,,,,,,,,,
1928,FIN,1,,,,,,,,,,,,,,
1929,FIN,1,,,,,,,,,,,,,,
1930,FIN,1,,,,,,,,,,,,,,
1931,FIN,0.5,,,,,,,,,,,,,,
1932,FIN,0.75,,,,,,,,,,,,,,
1933,FIN,0.75,,,,,,,,,,,,,,
1934,FIN,0.75,,,,,,,,,,,,,,
1935,FIN,0.75,,,,,,,,,,,,,,
1936,FIN,0.75,,,,,,,,,,,,,,
1937,FIN,0.75,,,,,,,,,,,,,,
1938,FIN,0.75,,,,,,,,,,,,,,
1939,FIN,,,,,,,,,,,,,,,
1940,FIN,,,,,,,,,,,,,,,
1941,FIN,,,,,,,,,,,,,,,
1942,FIN,,,,,,,,,,,,,,,
1943,FIN,,,,,,,,,,,,,,,
1944,FIN,,,,,,,,,,,,,,,
1945,FIN,,,,,,,,,,,,,,,
1946,FIN,,,,,,,,,,,,,,,
1947,FIN,,,,,,,,,,,,,,,
